Orthogroup	C. briggsae (AF16)	C. nigoni (JU1421)	C. elegans (N2)
OG0024661		CNI25111	
OG0024662		CNI25116	
OG0024663		CNI25155	
OG0024664		CNI25162	
OG0024665		CNI25358	
OG0024666		CNI25570	
OG0024667		CNI26530	
OG0024668		CNI26615	
OG0024669		CNI26662	
OG0024670		CNI26831	
OG0024671		CNI26875	
OG0024672		CNI26941	
OG0024673		CNI26950	
OG0024674		CNI27257	
OG0024675		CNI27675	
OG0024676		"CNI16898, CNI27704"	
OG0024677		CNI27768	
OG0024678		CNI27830	
OG0024679		CNI28032	
OG0024680		CNI28134	
OG0024681		CNI28149	
OG0024682		CNI28268	
OG0024683		CNI28357	
OG0024684		CNI28430	
OG0024685		CNI28515	
OG0024686		CNI16735	
OG0024687		CNI16797	
OG0024688		CNI17012	
OG0024689		CNI17482	
OG0024690		CNI17729	
OG0024691		CNI17909	
OG0024692		CNI17957	
OG0024693		CNI17971	
OG0024694		CNI18065	
OG0024695		CNI18262	
OG0024696		CNI18718	
OG0024697		CNI19787	
OG0024698		CNI19788	
OG0024699		CNI20368	
OG0024700		CNI20454	
OG0024701		CNI21014	
OG0024702		CNI21327	
OG0024703		CNI21623	
OG0024704		CNI21835	
OG0024705		CNI22050	
OG0024706		CNI22140	
OG0024707		CNI22261	WBGene00013573
OG0024708		"CNI22271, CNI22272"	
OG0024709		CNI22331	
OG0024710		"CNI22462, CNI22828"	
OG0024711		CNI22510	
OG0024712		"CNI22619, CNI22630"	
OG0024713		CNI22835	
OG0024714		CNI22957	
OG0024715		CNI00027	
OG0024716		CNI00108	
OG0024717		CNI00184	
OG0024718		CNI00575	
OG0024719		CNI00597	
OG0024720		CNI00634	
OG0024721		CNI00677	
OG0024722		CNI00854	
OG0024723		CNI00855	
OG0024724		CNI00875	
OG0024725		CNI00880	
OG0024726		CNI01339	
OG0024727		"CNI02154, CNI02155"	
OG0024728		CNI02637	
OG0024729		CNI02730	
OG0024730		CNI03187	
OG0024731		CNI03526	
OG0024732		CNI03632	
OG0024733		CNI04124	
OG0024734		CNI04341	
OG0024735		CNI04409	
OG0024736		CNI04447	
OG0024737		CNI04633	
OG0024738		CNI04712	
OG0024739		CNI04730	
OG0024740		CNI05705	
OG0024741		CNI05734	
OG0024742		CNI06213	
OG0024743		CNI06847	
OG0024744		CNI07390	
OG0024745		CNI07933	
OG0024746		CNI07941	
OG0024747		CNI08013	
OG0024748		CNI08031	
OG0024749		"CNI08067, CNI08070"	
OG0024750		CNI08167	
OG0024751		"CNI28543, CNI28549"	
OG0024752		CNI28620	
OG0024753			
OG0024754			
OG0024755			
OG0024756			
OG0024757			
OG0024758			
OG0024759			
OG0024760			
OG0024761			
OG0024762			
OG0024763			
OG0024764			
OG0024765			
OG0024766			
OG0024767			
OG0024768			
OG0024769			
OG0024770			
OG0024771			
OG0024772			
OG0024773			
OG0024774			
OG0024775			
OG0024776			
OG0024777			
OG0024778			
OG0024779			
OG0024780			
OG0024781			WBGene00012616
OG0024782			
OG0024783			
OG0024784			
OG0024785			
OG0024786			
OG0024787			
OG0024788			
OG0024789			
OG0024790			
OG0024791			
OG0024792			
OG0024793			
OG0024794			
OG0024795			
OG0024796			
OG0024797			
OG0024798			
OG0024799			
OG0024800			
OG0024801			
OG0024802			
OG0024803			
OG0024804			
OG0024805			
OG0024806			
OG0024807			
OG0024808			
OG0024809			
OG0024810			
OG0024811			
OG0024812			
OG0024813			
OG0024814			
OG0024815			
OG0024816			
OG0024817			
OG0024818			
OG0024819			
OG0024820			
OG0024821			
OG0024822			
OG0024823			
OG0024824			
OG0024825			
OG0024826			
OG0024827			
OG0024828			
OG0024829			
OG0024830			
OG0024831			
OG0024832			
OG0024833			
OG0024834			
OG0024835			
OG0024836			
OG0024837			
OG0024838			
OG0024839			
OG0024840			
OG0024841			
OG0024842			
OG0024843			
OG0024844			
OG0024845			
OG0024846			
OG0024847			
OG0024848			
OG0024849			
OG0024850			
OG0024851			
OG0024852			
OG0024853			
OG0024854			
OG0024855			
OG0024856			
OG0024857			
OG0024858			
OG0024859			
OG0024860			
OG0024861			
OG0024862			
OG0024863			
OG0024864			
OG0024865			
OG0024866			
OG0024867			
OG0024868			
OG0024869			
OG0024870			
OG0024871			
OG0024872			
OG0024873			
OG0024874			
OG0024875			
OG0024876			
OG0024877			
OG0024878			
OG0024879			
OG0024880			
OG0024881			
OG0024882			
OG0024883			
OG0024884			
OG0024885			
OG0024886			
OG0024887			
OG0024888			
OG0024889			
OG0024890			
OG0024891			
OG0024892			
OG0024893			
OG0024894			
OG0024895			
OG0024896			
OG0024897			
OG0024898			"WBGene00017058, WBGene00017059, WBGene00018497, WBGene00018500"
OG0024899			"WBGene00004149, WBGene00020972, WBGene00021404, WBGene00021408"
OG0024900			"WBGene00005807, WBGene00005808, WBGene00005809, WBGene00005810"
OG0024901			"WBGene00013750, WBGene00017470, WBGene00023519, WBGene00206522"
OG0024902			"WBGene00010509, WBGene00013820, WBGene00015453, WBGene00018810"
OG0024903			"WBGene00013521, WBGene00013523, WBGene00013524, WBGene00016414"
OG0024904			"WBGene00012228, WBGene00013221, WBGene00013741, WBGene00022070"
OG0024905			"WBGene00007243, WBGene00007246, WBGene00007250, WBGene00007251"
OG0024906			"WBGene00008575, WBGene00011841, WBGene00016821, WBGene00022638"
OG0024907			"WBGene00016474, WBGene00020869, WBGene00268213, WBGene00269355"
OG0024908			"WBGene00013329, WBGene00013330, WBGene00015886, WBGene00018055"
OG0024909			"WBGene00011591, WBGene00015414, WBGene00020744, WBGene00044218"
OG0024910			"WBGene00013953, WBGene00015366, WBGene00017186, WBGene00021107"
OG0024911			"WBGene00000444, WBGene00000460, WBGene00011363, WBGene00017538"
OG0024912			"WBGene00009473, WBGene00011669, WBGene00017366, WBGene00219326"
OG0024913			"WBGene00015117, WBGene00015706, WBGene00015707, WBGene00015708"
OG0024914			"WBGene00012798, WBGene00013954, WBGene00017185, WBGene00021106"
OG0024915			"WBGene00007423, WBGene00008101, WBGene00012456, WBGene00013484"
OG0024916			"WBGene00004809, WBGene00004810, WBGene00004811, WBGene00004812"
OG0024917			"WBGene00009021, WBGene00010030, WBGene00013832, WBGene00304806"
OG0024918			"WBGene00005833, WBGene00007726, WBGene00045411, WBGene00045412"
OG0024919			"WBGene00007773, WBGene00009300, WBGene00009301, WBGene00009302"
OG0024920			"WBGene00003434, WBGene00013658, WBGene00015573, WBGene00020793"
OG0024921			"WBGene00007766, WBGene00011804, WBGene00019189, WBGene00021884"
OG0024922			"WBGene00016752, WBGene00020350, WBGene00194703, WBGene00255375"
OG0024923			"WBGene00007657, WBGene00007659, WBGene00007660, WBGene00012505"
OG0024924			"WBGene00007661, WBGene00044707, WBGene00044708, WBGene00044709"
OG0024925			"WBGene00008611, WBGene00008613, WBGene00009862, WBGene00044066"
OG0024926			"WBGene00015656, WBGene00023475, WBGene00023513, WBGene00044587"
OG0024927			"WBGene00012088, WBGene00012089, WBGene00012090, WBGene00012093"
OG0024928			
OG0024929			
OG0024930			
OG0024931			
OG0024932			
OG0024933			
OG0024934			
OG0024935			
OG0024936			
OG0024937			
OG0024938	CBR00055		
OG0024939	CBR00091		
OG0024940	CBR00124		
OG0024941	CBR00370		
OG0024942	CBR00713		
OG0024943	CBR01202		
OG0024944	CBR01289		
OG0024945	CBR02037		
OG0024946	CBR02216		
OG0024947	"CBR02226, CBR03528"		
OG0024948	CBR02301		
OG0024949	CBR02650		
OG0024950	CBR02995		
OG0024951	CBR03495		
OG0024952	CBR03517		
OG0024953	CBR03591		
OG0024954	CBR04419		
OG0024955	CBR04559		
OG0024956	CBR04675		
OG0024957	CBR04695		
OG0024958	CBR05071		
OG0024959	CBR05095		
OG0024960	CBR05541		
OG0024961	CBR05899		
OG0024962	CBR05989		
OG0024963	CBR05995		
OG0024964	CBR06019		
OG0024965	CBR06093		
OG0024966	CBR06115		
OG0024967	CBR06175		
OG0024968	CBR09478		
OG0024969	CBR09543		
OG0024970	CBR09544		
OG0024971	CBR09637		
OG0024972	CBR09663		
OG0024973	CBR09798		
OG0024974	CBR10055		
OG0024975	CBR10385		
OG0024976	CBR11495		
OG0024977	CBR11942		
OG0024978	CBR11973		
OG0024979	CBR12081		
OG0024980	CBR12084		
OG0024981	CBR12179		
OG0024982	CBR12384		
OG0024983	CBR17322		
OG0024984	CBR17661		
OG0024985	CBR17858		
OG0024986	CBR18310		
OG0024987	CBR18493		
OG0024988	CBR18498		
OG0024989	CBR18567		
OG0024990	CBR18608		
OG0024991	CBR18641		
OG0024992	CBR18734		
OG0024993	CBR18790		
OG0024994	CBR19152		
OG0024995	CBR19197		
OG0024996	CBR19290		
OG0024997	CBR19385		
OG0024998	CBR19510		
OG0024999	CBR19669		
OG0025000	CBR19674		
OG0025001	CBR19894		
OG0025002	CBR19902		
OG0025003	CBR20216		
OG0025004	CBR20267		
OG0025005	CBR20285		
OG0025006	CBR21036		
OG0025007	CBR21131		
OG0025008	CBR06439		
OG0025009	CBR06753		
OG0025010	CBR06838		
OG0025011	CBR06861		
OG0025012	CBR06958		
OG0025013	CBR07197		
OG0025014	CBR07406		
OG0025015	CBR07668		
OG0025016	CBR07726		
OG0025017	CBR07894		
OG0025018	CBR07983		
OG0025019	CBR08082		
OG0025020	CBR08193		
OG0025021	CBR08266		
OG0025022	CBR08513		
OG0025023	CBR08632		
OG0025024	CBR09178		
OG0025025	CBR12942		
OG0025026	CBR12943		
OG0025027	CBR13079		
OG0025028	CBR13121		
OG0025029	CBR13184		
OG0025030	CBR13317		
OG0025031	CBR13399		
OG0025032	CBR13447		
OG0025033	CBR13460		
OG0025034	CBR13522		
OG0025035	CBR13586		
OG0025036	CBR13679		
OG0025037	CBR13919		
OG0025038	CBR14116		
OG0025039	CBR14132		
OG0025040	CBR14346		
OG0025041	CBR14462		
OG0025042	CBR14466		
OG0025043	CBR14548		
OG0025044	CBR16013		
OG0025045	CBR16141		
OG0025046	CBR16729		
OG0025047	CBR16786		
OG0025048	CBR16884		
OG0025049	CBR16964		
OG0025050	CBR17110		
OG0025051			
OG0025052			
OG0025053			
OG0025054			
OG0025055			
OG0025056			
OG0025057			
OG0025058			
OG0025059			
OG0025060			
OG0025061			
OG0025062			WBGene00017695
OG0025063			
OG0025064			
OG0025065			
OG0025066			
OG0025067			
OG0025068			
OG0025069			
OG0025070			
OG0025071			
OG0025072			
OG0025073			
OG0025074			
OG0025075			
OG0025076			
OG0025077			
OG0025078			
OG0025079			
OG0025080			
OG0025081			
OG0025082			
OG0025083			
OG0025084			
OG0025085			
OG0025086			
OG0025087			
OG0025088			
OG0025089			
OG0025090			
OG0025091			
OG0025092			
OG0025093			
OG0025094			
OG0025095			WBGene00022530
OG0025096			
OG0025097			
OG0025098			
OG0025099			
OG0025100			
OG0025101			
OG0025102			
OG0025103			"WBGene00011981, WBGene00018386"
OG0025104			
OG0025105			
OG0025106			
OG0025107			
OG0025108			
OG0025109			
OG0025110			
OG0025111			
OG0025112			
OG0025113			
OG0025114			
OG0025115			WBGene00016767
OG0025116			WBGene00003763
OG0025117			
OG0025118			
OG0025119			
OG0025120			
OG0025121			WBGene00194664
OG0025122			
OG0025123			WBGene00018521
OG0025124			
OG0025125			
OG0025126			WBGene00044221
OG0025127			
OG0025128			
OG0025129			
OG0025130			
OG0025131			
OG0025132			
OG0025133			
OG0025134			
OG0025135			
OG0025136			
OG0025137			
OG0025138			
OG0025139			
OG0025140			
OG0025141			
OG0025142			
OG0025143			
OG0025144			
OG0025145			
OG0025146			
OG0025147			
OG0025148			
OG0025149			
OG0025150			
OG0025151			
OG0025152			
OG0025153			
OG0025154			
OG0025155			
OG0025156			
OG0025157			
OG0025158			
OG0025159			
OG0025160			
OG0025161			
OG0025162			
OG0025163			
OG0025164			
OG0025165			
OG0025166			
OG0025167			
OG0025168			
OG0025169			
OG0025170			
OG0025171			
OG0025172			WBGene00022783
OG0025173			
OG0025174			
OG0025175			
OG0025176			
OG0025177			
OG0025178			
OG0025179			
OG0025180			
OG0025181			
OG0025182			
OG0025183			
OG0025184			
OG0025185			
OG0025186			
OG0025187			
OG0025188			
OG0025189			
OG0025190			
OG0025191			
OG0025192			
OG0025193			
OG0025194			
OG0025195			
OG0025196			
OG0025197			
OG0025198			
OG0025199			
OG0025200			
OG0025201			
OG0025202			
OG0025203			
OG0025204			
OG0025205			
OG0025206			
OG0025207			
OG0025208			
OG0025209			
OG0025210			
OG0025211			
OG0025212			
OG0025213			
OG0025214			
OG0025215			
OG0025216			
OG0025217			
OG0025218			
OG0025219			
OG0025220			
OG0025221			WBGene00077769
OG0025222			WBGene00044188
OG0025223			
OG0025224			WBGene00000629
OG0025225			
OG0025226			
OG0025227			
OG0025228			
OG0025229			
OG0025230			
OG0025231			
OG0025232			
OG0025233			
OG0025234			
OG0025235			
OG0025236			
OG0025237			
OG0025238			WBGene00077523
OG0025239			
OG0025240			
OG0025241			WBGene00010298
OG0025242			
OG0025243			
OG0025244			
OG0025245			
OG0025246			
OG0025247			
OG0025248			
OG0025249			
OG0025250			
OG0025251			
OG0025252			
OG0025253			
OG0025254			
OG0025255			
OG0025256			WBGene00219376
OG0025257			
OG0025258			
OG0025259			
OG0025260			
OG0025261			
OG0025262			
OG0025263			
OG0025264			
OG0025265			
OG0025266			
OG0025267			
OG0025268			
OG0025269			WBGene00003540
OG0025270			
OG0025271			
OG0025272			
OG0025273			
OG0025274			
OG0025275			WBGene00077548
OG0025276			
OG0025277			
OG0025278			WBGene00019566
OG0025279			
OG0025280			
OG0025281			
OG0025282			
OG0025283			
OG0025284			WBGene00012808
OG0025285			
OG0025286			
OG0025287			
OG0025288			
OG0025289			
OG0025290			
OG0025291			
OG0025292			
OG0025293			
OG0025294			
OG0025295			
OG0025296			
OG0025297			
OG0025298			
OG0025299			WBGene00019085
OG0025300			
OG0025301			
OG0025302			
OG0025303			
OG0025304			
OG0025305			
OG0025306			WBGene00077562
OG0025307			
OG0025308			
OG0025309			
OG0025310			
OG0025311			
OG0025312			WBGene00044083
OG0025313			
OG0025314			
OG0025315			
OG0025316			
OG0025317			
OG0025318			
OG0025319			
OG0025320			
OG0025321			
OG0025322			
OG0025323			
OG0025324			
OG0025325			
OG0025326			WBGene00004151
OG0025327			
OG0025328			"WBGene00050913, WBGene00050914"
OG0025329			
OG0025330			
OG0025331			
OG0025332			
OG0025333			
OG0025334			WBGene00006137
OG0025335			
OG0025336			
OG0025337			
OG0025338			
OG0025339			WBGene00019864
OG0025340			
OG0025341			
OG0025342			
OG0025343			
OG0025344			
OG0025345			WBGene00044442
OG0025346			WBGene00012408
OG0025347			
OG0025348			
OG0025349			WBGene00021191
OG0025350			
OG0025351			
OG0025352			
OG0025353			
OG0025354			
OG0025355			
OG0025356			
OG0025357			
OG0025358			WBGene00005591
OG0025359			
OG0025360			
OG0025361			
OG0025362			
OG0025363		CNI18017	
OG0025364			
OG0025365			
OG0025366			
OG0025367			
OG0025368			WBGene00005835
OG0025369			WBGene00002092
OG0025370			
OG0025371			WBGene00303007
OG0025372			
OG0025373			WBGene00007449
OG0025374			
OG0025375			WBGene00044153
OG0025376			WBGene00018589
OG0025377			
OG0025378			WBGene00020119
OG0025379			WBGene00014104
OG0025380			WBGene00044895
OG0025381			WBGene00012732
OG0025382			WBGene00021044
OG0025383			
OG0025384			
OG0025385			
OG0025386			
OG0025387			
OG0025388			
OG0025389			WBGene00005987
OG0025390			
OG0025391			WBGene00012835
OG0025392			WBGene00013502
OG0025393			
OG0025394			WBGene00009891
OG0025395			
OG0025396			
OG0025397			WBGene00008054
OG0025398			
OG0025399			
OG0025400			
OG0025401			
OG0025402			
OG0025403			WBGene00016465
OG0025404			WBGene00195211
OG0025405			WBGene00008844
OG0025406			
OG0025407			WBGene00001106
OG0025408			
OG0025409			
OG0025410			WBGene00005038
OG0025411			WBGene00011855
OG0025412			WBGene00019722
OG0025413			WBGene00000654
OG0025414			WBGene00017172
OG0025415			
OG0025416			
OG0025417			
OG0025418			WBGene00011913
OG0025419			WBGene00006099
OG0025420			
OG0025421			
OG0025422			
OG0025423			
OG0025424			WBGene00012787
OG0025425			
OG0025426			
OG0025427			
OG0025428			
OG0025429			WBGene00016207
OG0025430			WBGene00010569
OG0025431			WBGene00010960
OG0025432			WBGene00010964
OG0025433			WBGene00010961
OG0025434			WBGene00010963
OG0025435			WBGene00010958
OG0025436			WBGene00010957
OG0025437			WBGene00015741
OG0025438			
OG0025439			
OG0025440			
OG0025441			
OG0025442			
OG0025443			"WBGene00018245, WBGene00189954"
OG0025444			
OG0025445		CNI00958	
OG0025446			WBGene00269382
OG0025447			WBGene00236808
OG0025448			
OG0025449			
OG0025450			
OG0025451			
OG0025452			
OG0025453			
OG0025454			
OG0025455			
OG0025456			
OG0025457			WBGene00019437
OG0025458			
OG0025459			
OG0025460			
OG0025461			
OG0025462			
OG0025463			
OG0025464			
OG0025465			
OG0025466			
OG0025467			
OG0025468			
OG0025469			
OG0025470			
OG0025471			
OG0025472			
OG0025473			
OG0025474			
OG0025475			
OG0025476			
OG0025477			
OG0025478			
OG0025479			"WBGene00009704, WBGene00014953"
OG0025480		CNI06112	WBGene00206412
OG0025481			
OG0025482			
OG0025483			
OG0025484			
OG0025485			
OG0025486			
OG0025487			
OG0025488			
OG0025489			
OG0025490			
OG0025491			
OG0025492			
OG0025493			
OG0025494			
OG0025495			
OG0025496			
OG0025497			
OG0025498			
OG0025499			
OG0025500			
OG0025501			
OG0025502			
OG0025503			
OG0025504			
OG0025505			
OG0025506			
OG0025507			
OG0025508			
OG0025509			
OG0025510			WBGene00044678
OG0025511			
OG0025512			
OG0025513			
OG0025514			
OG0025515			
OG0025516			
OG0025517			
OG0025518			
OG0025519			
OG0025520			
OG0025521			
OG0025522			
OG0025523			
OG0025524			
OG0025525			
OG0025526			
OG0025527			
OG0025528			
OG0025529			
OG0025530			
OG0025531			
OG0025532			
OG0025533			
OG0025534			WBGene00002110
OG0025535			
OG0025536			
OG0025537			
OG0025538			
OG0025539			
OG0025540			
OG0025541			
OG0025542			
OG0025543			
OG0025544			
OG0025545			
OG0025546			
OG0025547			
OG0025548			
OG0025549			
OG0025550			
OG0025551			
OG0025552			
OG0025553			
OG0025554			
OG0025555			
OG0025556			
OG0025557			
OG0025558			
OG0025559			
OG0025560			
OG0025561			
OG0025562			
OG0025563			WBGene00303009
OG0025564			
OG0025565			WBGene00303026
OG0025566			"WBGene00010149, WBGene00012581"
OG0025567			
OG0025568		CNI13867	WBGene00022243
OG0025569			
OG0025570			
OG0025571			
OG0025572			
OG0025573			
OG0025574			
OG0025575			
OG0025576			
OG0025577			
OG0025578			
OG0025579			
OG0025580			
OG0025581			
OG0025582			
OG0025583			WBGene00235274
OG0025584			
OG0025585			
OG0025586			
OG0025587			
OG0025588			
OG0025589			
OG0025590			
OG0025591			
OG0025592			
OG0025593			WBGene00010098
OG0025594			WBGene00006102
OG0025595			
OG0025596			
OG0025597			
OG0025598			
OG0025599			
OG0025600			
OG0025601			
OG0025602			
OG0025603			"WBGene00007341, WBGene00007342"
OG0025604			
OG0025605			
OG0025606			
OG0025607			
OG0025608			
OG0025609			
OG0025610			WBGene00077493
OG0025611			
OG0025612			
OG0025613			
OG0025614			
OG0025615			
OG0025616			
OG0025617			"WBGene00019014, WBGene00194687"
OG0025618			
OG0025619			
OG0025620			
OG0025621			
OG0025622			
OG0025623			
OG0025624			
OG0025625			
OG0025626			
OG0025627			
OG0025628			
OG0025629			
OG0025630			
OG0025631			WBGene00195209
OG0025632			
OG0025633			
OG0025634			
OG0025635			
OG0025636			
OG0025637			
OG0025638			
OG0025639			
OG0025640			
OG0025641			
OG0025642			
OG0025643			
OG0025644			
OG0025645			
OG0025646			
OG0025647			
OG0025648			
OG0025649			
OG0025650			
OG0025651			
OG0025652			
OG0025653			
